class_0,class_1,text
0,1,hour starts skipping like dvds dirty
0,1,ive tried several dvds even new ones thing
0,1,ice age keeps telling disc
0,1,ive tried someone elses thing happens
0,1,tried emailing apex come back saying undeliverable
0,1,ive tried leaving questions site never answered
0,1,makes sense though substandard products make
0,1,buy product apex product unless looking frustrated lose money
1,0,bought gift sister
0,1,highly regret trying save purchase
0,1,worst customer service record
0,1,purchased ad2600 month ago numerous problems
0,1,recent stop responding onoff button
0,1,light goes red green display operation whatsoever
0,1,end unplugging wall hours try work fineat least problem arises
0,1,claim respond 24 hour period yet weeks without reply
0,1,ive sent 10 emails customer service department requesting ra response
0,1,actually got answering machine left message
0,1,still response
0,1,never purchase anything company ever logged complaint bbb
0,1,good price bad product
1,0,bought player christmas present wife
0,1,34 way first disk played naturally 31 days purchase dvd player froze
0,1,load disk says disk
0,1,tried contact apex via email email address valid
0,1,tried calling 8664apexgo cant get
0,1,product sucks customer service apex sucks
0,1,hear sound picture
0,1,customer service poor
0,1,contact phone number eamil contact respond
0,1,problems
1,0,bought player christmas sale excellent price
0,1,dvds rented would play
0,1,player working greatbut
1,0,second apex least prettier last
1,0,physical appearance apex compared one previous ad1100w appreciated
0,1,prior one looked felt lightweight cheesy assembled oppressed purchased easy ability accept cdr hacks
0,1,used lightly lasted one year forgot kill power one day plays dvds
1,0,back 2600 doesnt smell like burning plastic open drive
1,0,remote stand end harder lose far better designed 1100s
1,0,anyway initial impression much better opened box 1100 year ago telll apex trying harder improve product
1,0,id given stars im waiting see one holds frequent use last one progressive scan expect play play play give old pioneer rest
0,1,play dvds extra features first bought dvd christmas present girlfriend somewhat disappointed
1,0,unlike people received lemon dvd player came perfect working condition
1,0,whole dvd player sleek design works fine
0,1,disappointed fact seem read certain dvds
0,1,example tried playing new pirates carribean extra features dvd dvd player read
0,1,first thought isolated incident proven wrong player would read alias dvds well
1,0,player seems work fine everything else
0,1,dont understand would work dvds seem features
1,0,apex trust
1,0,apex regular nonprogressive dvdplayer two years
1,0,thought time upgrade
1,0,bought apex ad2600 november 03 amazon
1,0,running great dvds rented
1,0,think apex best dvd player get price
0,1,friends well branded dvdplayers keep complaining sometime stucks sucks
1,0,already switched apex happy
0,1,hopefully wont regret
1,0,goodluck
1,0,great discovery
1,0,many capabilities youll always room new technologies evolve
1,0,use home theater system amazing sounds picture clarity unmatched
0,1,sucks
0,1,worked two weeks
0,1,two weeks picture kept freezing
0,1,apex sucks
0,1,cheap poor would buy one
0,1,video failed weeks
0,1,unit worked great weeks video output failed
0,1,quirky
1,0,basic usage easy remote lot buttons havent used
1,0,picture clear bright sharp sound good
0,1,catch plays movies fine refused read second discs movie extras two occaisions tried
1,0,im keeping machine
1,0,works well enough far satisfied possible im missing something
1,0,would expect since movie discs played problem extras discs would without additional tweaking
1,0,im giving player cautious recommendation
1,0,lot things like
0,1,advised however may encounter problems
1,0,apex ad2600 working far
1,0,received apex dvd picture great set connector
0,1,remote little hard understand
0,1,jpeg pictures viewable sharp vivid 27 screen seem clear view 17 monitor
1,0,far dvd works hope doesnt break like reviews ive read
0,1,prior christmas seems reviews good seems reviews went bad
0,1,wouldnt gotten dvd based reviews read christmas
0,1,great player worked
0,1,video output stopped workin
0,1,awesome player video output longer worked weeks
0,1,might gotten lemon first report video output failure machine
0,1,returning market multiformat dvd svcd vcd mp3 etc
0,1,disappointment
0,1,quit 10 days
1,0,bought apex ad2600 dvd player family christmas
0,1,occasionally lipsync issue lips werent moving time dialogue
0,1,10 days sound worked video quit working
1,0,amazon wonderful picking next day paying return shipping
0,1,perhaps experience teach buy brands
0,1,read manual
0,1,im editing review wish read manual returning player bought girlfriend
0,1,button remote switch pal ntsc undoubtedly problem
0,1,orignal review great feature list poor reliability
0,1,output went black white via svideo composite connections vhold
1,0,thankfully amazon free return shipping
1,0,retraction said mine silver plate display
1,0,works great
1,0,great price
1,0,purchased two apex 2600 christmas presents
1,0,unit seems play formats put jpeg kodak pics dvdr read reviews good soom good feeling time two thumbs
0,1,guess time tell
0,1,ps remote control seem get confused times doesnt respond may operator error
0,1,hell wrong thing
1,0,bought thing plays everything
1,0,third apex dvd bought
1,0,second one 2500 think better 2600 features karoake use sometimes parties
1,0,heck plays alias dvds
0,1,wrong
1,0,way alias dvds legit bootleg internet
0,1,im sending pup back amazon looking 2500 ebay
0,1,forget sleek looks cant play real dvds
1,0,bought 2600 plays everything
0,1,well within 45 days video output quit working rca amp optic
0,1,still plays everything cant see
0,1,first one installed didnt work kids devastated say least
1,0,second one running
1,0,seems working fine weve used much
0,1,returning broken one today
0,1,ordering another one replace
0,1,update january 27th 2004 second one crapped week dont buy product
1,0,player looked good right box offering lots features good styling
0,1,immediately problems getting player recognize two favorite dvds
0,1,loading seemed like long time display indicated disk
0,1,multilple tries one disks finally recognized video poor features available
0,1,one disk played completion successfully
0,1,49 guess get pay
0,1,id recommend unit
0,1,dvd player ruined christmas twice
0,1,tried hook first one broken motor would eject discs close door
0,1,strike tried install second dvd player brothers house one work either
0,1,2nd dvd player faulty power supply caused occasionally turn
0,1,recommend
0,1,returned
0,1,ad1600 didnt work corectly start ad1220 lasted week half started act
0,1,really doesnt make cents build great reputation destroy lack research testing one season
1,0,amazon awaesome
1,0,refunded fast paid shipping back
1,0,could ask
1,0,price vs performance
1,0,price nice dvd player
1,0,far problems dvds able play
1,0,recommended anyone looking purchase low priced dvd player expecting bells whistles brand name one like sony
1,0,finally joined 21st century bought dvd player
1,0,knew nothing dvds machine figured quickly
1,0,ive problems far im happy
1,0,applied 25 amazon gift voucher got christmas ended paying 29 machine
1,0,even paid full price would considered good deal
0,1,bought apex ad2600 amazon 1203 mainly price 4999 10 rebate 3999 mistake
0,1,tried finding nemo dvd got chapter 28 frames started freeze reason
0,1,cleaned dvd tried luck
1,0,pulled old nonprogressive scan toshiba hooked backup finding nemo dvd works fine
0,1,agree previous posts get pay
0,1,cant rate one star work pretty good
0,1,owned two weeks expect looking getting another progressive scan dvd player higher quality soon
1,0,give one try
0,1,purchased ad 2600 another company last month satisfied purchase last night
0,1,player kept displaying disc tried disc another machine sure
1,0,worked
0,1,even went far calling technical support number disc
0,1,person talked suggested take dvd player back swap another
1,0,hopefully replacement amazon work fine
0,1,avoid apex products future
1,0,besides one problem machine amazing
1,0,problems occur replacement unit keep star rating
0,1,problem occurs repost new rating
1,0,well worth money
1,0,never use whistles bells machine capable
0,1,however
0,1,somewhat disappointed could hook sony multi brand remote commander
0,1,small problem
0,1,hi many people saying get pay guess
0,1,well true
1,0,paid 49 125
0,1,ask much money dissapointment worth
0,1,say dissapointment cost 39
1,0,think 39 dissapointment better 125 dissapointment
1,0,without adoo
1,0,come quick
0,1,remote works work left standing thinking something wrong
0,1,play jpeg photos wow trying figure really something
0,1,apex model 2600 work universal remote control
0,1,dare surf net find code
0,1,told goldstar codes work told zenith codes work radio shack give apex codes work
0,1,finally read post somewhere codes useless apex 2600 start belive
0,1,fist dvd player
0,1,save aggrivation
0,1,keep receipt
0,1,one still works fine quit one day
0,1,isacc fisher wrong
1,0,dvd player fine
1,0,get back menu dvd press menu remote dvd playing
0,1,dvd stopped display playback
1,0,fantastic dvd player price
1,0,purchased one replace ailing dvd player thats years old
1,0,course hesitant given price ive extremely impressed since receiving bought second one christmas present parents
1,0,picture perfect although im watching hdtv
0,1,seems little slow identifying new disc thats inserted maybe 10 seconds wait
0,1,also youre audiophile youll want get cables supplied ones thin short
1,0,dollar dollar dvd player probably best
0,1,lots sound picture
1,0,bought dad christmas
0,1,hooked produced sound cd played fine dvd got audio picture
0,1,lets face want watch movie want see picture
0,1,travelled internationally didnt want haul back plane expensive addition recycling bin
0,1,buy dad different dvd player locally panasonic worked fine
0,1,save cash go brand actually cares reputation
0,1,looks great works like crap
0,1,sent mine back
0,1,granted used dvd player hours setting mom christmas long enough find problems dvd player
0,1,first player allow access menus dvds
0,1,hit menu told playback
0,1,actually reopen drawer close get back dvd menu
0,1,extemely lame
0,1,remote flimsyfeeling awkward use
0,1,addition seems work youre five feet away player although may batteries came
1,0,player seem play dvds adequately enough
0,1,think 40 probably find much better dvd player though
0,1,embarassing gift
1,0,purchased apex 2600 reading good reviews places
0,1,less 24 hours turned huge disappointment parents gift
0,1,played one three dvds without problems two afflicted number glitches
0,1,problem dvds would repeatedly freeze playback counter player kept going
0,1,one also exhibited extremely slow speed going menu
0,1,problems consistent also present another dvd player
0,1,trying save money player resulted shelling great deal purchased much nicer dvd vcr combo player make blazing crappiness embarassing gift
0,1,great first three hours
0,1,impressed inexpensive playerfor first three hours died
0,1,get pay
1,0,looked buying inexpensive dvd player standard set features item seemed best category
1,0,hooked everything seemed going fine
0,1,couple quirks bit annoying like actually press power button tray open prev
0,1,machine automatically fact external display small faded read significant distance
1,0,still willing overlook things unit looks sleek myriad features
1,0,popin first dvd start watch
0,1,get chapter 34 everything freezes
0,1,ok happens try skip chapter
0,1,nothing
0,1,try navigating chapter past 34 via menu wouldnt
0,1,try navigating using players built menu still wouldnt work
0,1,next thought dvd must damaged
0,1,upon inspection find small scratch surface figured cause
0,1,decided check one thing though plugged 3year old unit see
1,0,dvd played without flaw chapter question
1,0,played ps2 problem either
0,1,guess unit headed
0,1,yup right back refund
0,1,trouble worth times 10 excited price reviews dvd player
0,1,even bit technology oriented thought would breeze set
1,0,even though damaged way
0,1,called apexs support number numerous times kept ringing
0,1,hope amazon let trade different trusted brand dvd player
1,0,value money
1,0,plus points price ability play discs tried dvd vcd dvdr audio cd played good looks downside build quality shows cheap small scratches base plate something wouldnt see sony overall plasticky feel remote buttons small closely spaced especially menu buttons
1,0,otherwise minor issues fixed would rate star machine
1,0,great cheap buy
1,0,wonderful first dvd player
1,0,brought sister college loves
1,0,apex best cheap quality brand dvd players
0,1,apex 2600 one purchased frend gift read dvd disc
1,0,read play cd audio disc
0,1,guess return exchange hope best new one
0,1,far going get good review
0,1,disipointed customer
0,1,hit miss
1,0,shopped amazon happy performance thus far
1,0,received apex ad2600 expected
0,1,satisfaction ends
0,1,however failed deliver quality
0,1,several different occasions displayed disc disc inside
0,1,read consumer reports apex reliable brand experience reading reviews think little homework considering another apex product
0,1,returning mine replacement receive another ad2600 similar problems return refund never buy another apex product future
0,1,guess get pay
0,1,2600 false silver plate instead play display
0,1,picture web site clearly play display pictured yet false silver plate
0,1,clearly large lawsuit inclined
1,0,feel contact amazon get bottom
1,0,plays original dvds cds plays mp3s jpegs
0,1,guess complain since actually claim play vcd svcd formats others say
1,0,also 3999 rebate free shipping tax overall decent player
1,0,apex ad2600 compatability
1,0,bought player reading reviews identify reading formats including dvd rws vcds
1,0,play dvdr unplayable older philips machine
1,0,mixed bag guess price right
1,0,great budget player
1,0,goes nicely apex 27 bedroom
1,0,build quality feels solid doesnt shake whine playing discs picture sound top notch dts dd51 sound good
1,0,paid twenty dollars current price even steal
1,0,think need pay fortune good qulaity dvd player
1,0,looks really sleek stylish everything claims
1,0,tried bunch different formats see would play
1,0,pleased product price match havent problems
1,0,really easy directions setup fiddling around picture zoom etc
0,1,problem think going delivered 24hrs amazon claims dont hold breath
1,0,value value value
1,0,noiseless lightweight oh yeah
1,0,works great
1,0,silverish color really adds special touch
1,0,cares doesnt multiple slots
1,0,watch dvds like get
1,0,apex made usa one underrated brands
1,0,watch one dvd per weekm
0,1,however dont know dvds performance heavy load everyday viewing
1,0,excellent picture quality color recently purchased canon powershot g3 extremely satisfied purchase
1,0,took picture camera offered take picture us
1,0,told press halfway wait box turn green press rest way
1,0,fired away picture turned quite nicely
1,0,pictures thusfar
1,0,im easily enlarging pictures 12 11 visable loss picture quality even using best possible setting yet super fine
0,1,ensure get larger flash 128 256 selling larger flash 32mb pinch youll quickly want larger flash card 4mp cameras
1,0,bottom line well made camera easy use flexible powerful features include ability use external flash lense filters choices
1,0,id highly recommend camera anyone looking excellent quality pictures combination ease use flexibility get advanced many options adjust like
1,0,cool toy yep
1,0,little overview powershot g3 flagship canons powershot series slrlike camera megapixel alsmost full manual control gives pictures touch brilliance
1,0,different kind lens want flashes etc
1,0,using kingston 512mb cf works great fast
1,0,good choice could cf type ii microdrives store around gb images
0,1,things didnt like hey
0,1,nothing perfect
0,1,main dial backlit
1,0,well thats oldschool diehard optical viewfinder fans use lcd instead brilliant twist around
1,0,incredible camera extensive research comparing different megapixel cameras
1,0,couple online camera review sites extremely helpful provided complete exhaustive reviews nearly every camera made plus provided great number high resolution sample images compare amongst models
1,0,word awesome would describe camera
1,0,wont go details online sites stevesdigicams dpreviews go great depth reviews pleased features speed picture quality flexibility automation functional conveniences camera offers
1,0,automatic settings really havent taken bad picture yet
1,0,panoramic stitch mode guides stitching together multiple pictures build seamless panoramic image
1,0,dont walk run buy camera budget guarantee disappointed
1,0,great camera bought canon g3 month ago say satisfied
1,0,taken hundreds photos continue amazed quality
1,0,g3 loaded many useful features unlike many smaller digital cameras easy hold steady using slower shutter speeds
0,1,flaws
0,1,lens visible viewfinder lens set wide angle since use lcd time really much bother
1,0,havent practice im already love camera one full day say wonderful
1,0,im one people concentrate one screen time ive trouble paying attention little display panel top doesnt stop loving camera
0,1,reason rated four darn diopter adjustment dial
0,1,small hard turn cant get accurate adjustment dont know diopter adjustment adjust focus viewfinder eyesight
1,0,going much fun camera learn post accurate review
1,0,excellent semiserious amateur positives slr like programming exposure control gives latitude creative yet progam auto exposure settings provide excellent photos dont want bother settings
1,0,excellent range metering options well
1,0,great switch spot metering actually see working lcd screen
1,0,focusing system also flexible
1,0,move focus range almost anywhere scene push button onscreen manual focus mode would really helpful shooting scene tough automatically focus
0,1,negatives quite bulky size minolta vectis s1 aps slr uses heavy battery although solid contructed mostly plastic unlike canons elph line ergonomical youll find even pointandshoot lens viewfinder borderuer lcd scoying
1,0,fantastic digital camera camera wonderful set features
1,0,optical zoom works great 14x digital zoom nice addition although pictures highest digital zoom little blurry
1,0,yet seen usual problems digital pictures purple fringing etc pleased
0,1,two minor issues camera lens cap snug come easily lens partially obstructs view viewfinder views lcd
1,0,menus easy navigate buttons easy use
1,0,fantastic camera well worth price
1,0,best everything recent price drops made g3 best bargain digital cameras currently available
1,0,newbies find full auto setting give perfect pictures right box
1,0,megapixels enough anybody photo quality awesome
0,1,unless want print murals dont need
1,0,anyone looking point shoot make huge step moderate price difference
1,0,extended zoom range faster lense put top class
1,0,expect g3 please years come
1,0,pure class amp quality work craftmanship recommend unreservedly powershot g3 potential buyer looking firstclass digital camera reasonable price better camera period
1,0,began taking pics soon got camera amazed quality photos took simply using auto mode
1,0,considering olympus camedia c5050 convinced buy g3 visiting store holding hands trying
1,0,olympus bit clumsylooking userinterface friendly canon one features sold g3 battery life camera gives type battery life canon g3
0,1,would recommend larger compactflash card least 128 mb
1,0,bought 512 mb card simpletech works great canon
1,0,great camera else say camera works
1,0,make photographs work wanted camera good enough compare use professionally
0,1,time wanted wife intimidated knobs buttons
1,0,recieved camera inserted larger cf card charged battery handed wife
1,0,showed turn lens zoom lever loves
1,0,prints beautiful
1,0,get 120 images 256mb card highest quality
0,1,tried brands stores disappointed battery life company plus see lcd optical finder isnt get even color output less expected
1,0,although canons batteries proprietary last really long time recharge fairly quickly camera plus want power even find knockoff charger spare batteries right amazon
1,0,love slr 35mm need go digital great camera
1,0,hand anyone know take great photos
1,0,love option manually control fstop shutter speed even focus
1,0,able take great photos 4th july fire works got amazing shots kids playing sparklers
0,1,warning read manual
1,0,youve used slr 35mm camera controls intuitive
1,0,read manual able point shoot without fumble around trying figure controls located
1,0,quick spin dial select shutter priority high speed subjects aperture priority focal length full program mode camera selects ideal photo quality
1,0,manual mode easy use fast access selection shutter speed aperture without fumble menu options
0,1,doesnt good camera features cant access quickly need
1,0,camera also great feel weight
1,0,feel like holding something substance cheap plastic toy
1,0,work love
0,1,would recomend purchase lexar media cf camera sandisk card comes packaged small slow
1,0,outstanding camera first digital camera pleased
1,0,know whole lot photography happy know camera always perform even grow skill knowledge
1,0,seriously thing everything pro expert amateur could want
1,0,time takes wonderful pictures easily auto mode even average joe like use
1,0,four megapixels great
1,0,know five mp cameras thing fine
1,0,want check canon website sample images taken camera download
0,1,looking simple point shoot camera probably looking
1,0,looking outstanding camera take simple complex
1,0,amazing product
1,0,highly recommend
1,0,love new received camera two days ago already love features
1,0,takes excellent photos
1,0,night mode clear day
1,0,played features yet camera easy use get used
0,1,drawback viewfinder slightly blocked lens
1,0,however using lcd seems eliminate minor problem
1,0,overall best camera market
1,0,give 10 stars
1,0,get used first feelings picture quality color sharpness focusing great completely eliminated doubt digital imaging could one eat rice one grain time lens cover surely loose already accidently fingerprinted len times au lens tigt cause potential damage
0,1,wish canon would work way issue
0,1,zooming lever shaky hope operate mechanically otherwise youll feel uneasy
1,0,got great deal reputable seller
1,0,took hundreds pictures great
1,0,great colors pictures white balance
1,0,4x optical zoom higher price range
0,1,ok digital camera maybe lack experience found shots camera disappointing
0,1,sold months expensive shots got
0,1,dont think asking much
1,0,film zoom would given superior results minimal effort
0,1,found low light situations combined sort action left camera dust
1,0,wanted shoot concerts well
1,0,meant even less light much action
0,1,sure adjusted film speed 400 grain terrible
1,0,next time set 100 used flash
0,1,well flash photos never great still lot noise
0,1,getting printer help output another tale
0,1,simple point shoot photography consider cheaper digital
0,1,dont need extra resolution cost
0,1,one time use camera may well
1,0,shoot lots light desire high quality camera
1,0,versatile seems one best
