class_0,class_1,text
0,1,course also couple dvds wouldnt play new ones
0,1,poor customer service
0,1,return remote product appeared defective
0,1,customer service dept list toll free number real hassle get regular line
0,1,would inclined purchase apex product
0,1,piece junk
0,1,unit took forever since begiining recognize play discs
0,1,months use longer recognizes anything
0,1,forget
0,1,money drain
0,1,get cheaper panasonics toshibas even sonys
0,1,quote bart craptacular
0,1,well nice lasted
0,1,months stoppped playing higher number scenes dvds
0,1,engineer embarrassed engineering profession crap released sale
0,1,poor quality
0,1,used month
0,1,hoped bought walmart could return
0,1,thing dont like 2600 makes color look saturated
0,1,maybe good tvs good color settings good tv already vibrant pictures
0,1,soon lifted unit box questioned judgement
0,1,entire unit poorly crafted
0,1,sharp screw tips underside unit coming inside obviously used anchor internal control board
0,1,hooking thing found would played less 50 dvds put
0,1,dvd player wouldt recognize
1,0,dvd player plays raw mpeg2 mpeg1 videos jpeg wma cdr cdrw dvdr dvdrw course plays dvd movies uk
1,0,love aiff progressive scan feature
1,0,would gotten stars baby come features upgrade firmware able play divx avi videos
1,0,4999 go get one
0,1,features looks dvd player overpriced come sony one top brand names
0,1,respond emails promised turnaround time 24 hours phone line constantly busy
0,1,looking rebate form
1,0,buy accually didnt buy apex ad2600 amazon reviews found helped purchase
1,0,owned apex ad3201 close years love deck
1,0,hidden features macrovision nonregional keep baby around watch nonamerican region dvds
0,1,however ad2600 doesnt feature
1,0,cool thing ad2600 plays alot different file like mp3 wma cds jpeg kodak picture cds dvds dvd rs
1,0,listed feature one thing sold unit plays mpeg video
1,0,find great feature
1,0,ive tried playing discs play great
1,0,money apex machines good features
0,1,cant find mpeg playback high priced units
0,1,avoid apex dvd players even theyre free
1,0,received dvd player free purchase palm tungsten officemax
0,1,know pieces junk
0,1,second apex dvd player ive last
1,0,best player buck
1,0,aff feature great job converting letterbox fill 34 screen image still looked normal
1,0,loved slim design
0,1,black white month use
0,1,unit working fine 1st month half color signal disappeared
0,1,apex still responded email describing problem almost week customer service line always busy
1,0,bang buck
1,0,recieved 2600 days ago feel may best 50 ever spent
1,0,audio excellent
1,0,well worth money
1,0,bought disappointed another brand dvd player purchased apex ad2600 amazon first say delivered much quickly expected
1,0,good going amazon
1,0,far ive played regular dvds backup dvdrs mp3 cds regular cds
1,0,yet tried photo show capability im thinking probably work well based success mentioned disks
1,0,want mention certainly worthwhile read instruction manual comes unit
0,1,comments ive read problems dvd player seem stem pushing incorrect buttons dvd remotefor instance pushing button play pal european type movies ntsc usa type movie disk disk tray
1,0,cant speak longterm reliability ive apex ad2600 little week point
1,0,seems work well dont anticipate problems
1,0,bottom line price dont think go wrong purchasing dvd player
1,0,excellent second dvd first dvd hdtv ready tv
1,0,wow
1,0,simple use hook
1,0,comes standard rca jacks output along svideo output svideo cable included must purchased seperately also component video outputs
1,0,progressive scan option turned easily button remote control one simplest easiest remote controls ever seen used
1,0,also apex ad 1201 dvd player problems since purchased almost 12 years ago
1,0,doesnt need placed cabinet like 1201
1,0,friends mine apex tv sets also pleased
1,0,would hesitate purchase uncertain brand name
1,0,consider future gift
0,1,save money
0,1,dvd play basicly junk
0,1,tried called apex cust service help
0,1,mine weeks old chucked trash belongs
0,1,might think saving money buying apex long run spend
0,1,lasted less six months
1,0,get pretty good progressive scan sony toshiba 68 bucks anywhere
1,0,dvd player
1,0,best dvd player ive purchased
1,0,ive owned panasonic sony dvd one outperforms function image quality access speed
0,1,problems player id suggest checking owners manual get right setting displaying wrong mode picture etc
1,0,player worked flawlessly price cant go wrong
1,0,80 features get spending 100 sony panasonic
0,1,said
1,0,check
1,0,enjoy
0,1,apex ad2600 known capadabilty problem
0,1,sent ad2600 back apex wont play certain disney dvd movies disc message
0,1,sent new ad2600 problem
0,1,call apex customer service told known problem model playing disney movies problem im stuck new dvd player wont play kids disney movies
1,0,value money
0,1,bought dvd player mainly old sharp dvd player could play dvds store rent watch using pcs dvdrom player
1,0,well apex dvd player turned great
1,0,plays basically every media ive tested far even old vcd ripped years ago rental dvd couldnt played old 200 sharp player
1,0,almost like media player file manager built dvd player
1,0,want high expectations apex player price definitely working much better would expect expensive highend player
1,0,ask 40 dvd player
1,0,guess im lucky get good working unit
0,1,hope unit lasts ive days
1,0,finally amazons free shipping really getting good took working days player reach
0,1,purchased two players christmas gifts bad
0,1,first one wouldnt work start
1,0,amazoncom promptly refunded money first one replacement available thanks amazoncom
0,1,still trying resolve problem second one
0,1,tried several times contact apex digital online support site telephone line wont answer emails telephone line always busy
0,1,never buy another apex digital product
1,0,part good dvd player
0,1,usually skip next chapter avoid
0,1,annoying
0,1,picture sound try ip button remote
0,1,product month yesterday stopped working
1,0,connected old television set via composite video analog audio outputs
0,1,neither picture sound
0,1,connecting outputs video card computer sound still picture
0,1,trouble shooting section users manual suggesting correct secure connections doesnt help
1,0,searched internet found one tip solved problem press ip button remote control
0,1,makes dvd player switch interlace mode progressive scan mode
1,0,overall pleased product
1,0,would rated five stars poor manual
0,1,people video issues
0,1,think people complaining video due hitting wrong button either pn pal ntsc ip set progressive scan
0,1,another stupid move
0,1,buyer beware
0,1,purchased christmas gift 124 03 worked 1226 19 time picture failed completely see negative reviewsmy unit wasnt one happened
0,1,tried calling support number week several times day always got busy signal
0,1,neither message answered ask 24 hours replying ive waiting 27 days
0,1,finally returned unit company along copies messages return info
0,1,let quote customer service rep one authorized apex service locations state service apex tvs dvd players send wouldnt count ever seeing replacement
0,1,read dvds 10 time otherwise would get disc screen
0,1,got dvd player gift send back
0,1,amazon supposed send another one didnt sent gift certificate instead im guessing price gone unit since december
0,1,problems reading dvds
1,0,good progressive scan player relatively low price although better known manufacturers like toshiba pioneer panasonic offering lowerpriced progressive scan players well
1,0,seems read dvds fine reads quietly pioneer player fairly loud disc spin noise
1,0,also trouble reading svcds created vbr mp3 cds old apex ad1200 trouble
1,0,output component connections looks good nonhd tv
0,1,bad ive player several months reads discs would recognize several discs clean read players friends season
0,1,would spin stop display disc
0,1,gripe incredibly crappy remote worse cheaper apex units
0,1,reason made navigation buttons one button ring around enter play button
0,1,press buttons hard frequently end pressing enter meant scroll
1,0,pretty good
1,0,checked amazon reviews im pleased say mine worked works fine right box
1,0,like auto fit feature stretch widescreen dvds normal
1,0,lots features need find
1,0,looks ok shiny chrome mirrors
0,1,things id prefer different theres red light shines turned
0,1,remote cheap cheasy sure long itll last 50 bucks heck
0,1,plays pancakes
1,0,thing plays everything feed
1,0,ordered
1,0,great dvd player
1,0,1st tried found problem playing expensive dvd media discs players would play surprise able play cheep media burned couldnt get work anything dvd burner made disc
1,0,easy use small form factor looks good boot
1,0,happy
0,1,customer service nonexistent
0,1,wish could give negative stars
1,0,apex ad600 years still works great today
0,1,mistake
0,1,hour starts skipping like dvds dirty
0,1,ive tried several dvds even new ones thing
0,1,ice age keeps telling disc
0,1,ive tried someone elses thing happens
0,1,ive tried leaving questions site never answered
0,1,want least try exchange cant get number always busy
0,1,buy product apex product unless looking frustrated lose money
0,1,keep shopping dont stop
1,0,bought gift sister
0,1,never worked
0,1,ive attempted connect unit several different tvs using multitude connection methods still cant get video signal machine
0,1,highly regret trying save purchase
0,1,worst customer service record
0,1,purchased ad2600 month ago numerous problems
0,1,recent stop responding onoff button
0,1,light goes red green display operation whatsoever
0,1,end unplugging wall hours try work fineat least problem arises
0,1,ive registered unit listed problem
0,1,claim respond 24 hour period yet weeks without reply
0,1,ive sent 10 emails customer service department requesting ra response
0,1,ive called service number busy rings forever eventually dumps
0,1,actually got answering machine left message
0,1,still response
0,1,never purchase anything company ever logged complaint bbb
1,0,bought player christmas present wife
0,1,load disk says disk
0,1,tried contact apex via email email address valid
0,1,tried calling 8664apexgo cant get
0,1,product sucks customer service apex sucks
0,1,shouldnt cheap bought toshiba
0,1,stay away
0,1,using month could play dvd
0,1,hear sound picture
0,1,customer service poor
0,1,contact phone number eamil contact respond
1,0,bought player christmas sale excellent price
0,1,however followed instincts get pay
0,1,one dvds received christmas present kept freezing
0,1,dvds rented would play
0,1,suddenly picture
0,1,player working greatbut
1,0,second apex least prettier last
1,0,physical appearance apex compared one previous ad1100w appreciated
0,1,used lightly lasted one year forgot kill power one day plays dvds
1,0,back 2600 doesnt smell like burning plastic open drive
1,0,without doubt finest looking apex dvd player ive seen
1,0,excellent picture quality par pioneer panasonic jvc players
1,0,remote stand end harder lose far better designed 1100s
1,0,id given stars im waiting see one holds frequent use last one progressive scan expect play play play give old pioneer rest
0,1,play dvds extra features first bought dvd christmas present girlfriend somewhat disappointed
1,0,unlike people received lemon dvd player came perfect working condition
1,0,whole dvd player sleek design works fine
0,1,disappointed fact seem read certain dvds
0,1,example tried playing new pirates carribean extra features dvd dvd player read
0,1,disappointed would recommend product
1,0,apex trust
1,0,problem
1,0,thought time upgrade
1,0,think apex best dvd player get price
0,1,friends well branded dvdplayers keep complaining sometime stucks sucks
1,0,take words give try
0,1,hopefully wont regret
1,0,goodluck
1,0,great discovery
1,0,bought replace expensive 300 onkyo dvd player quit years
1,0,use home theater system amazing sounds picture clarity unmatched
1,0,much packed small case affordable
0,1,sucks
0,1,worked two weeks
0,1,two weeks picture kept freezing
0,1,spend extra 20 buy name brand dvd player
0,1,apex sucks
0,1,cheap poor would buy one
0,1,video failed weeks
0,1,unit worked great weeks video output failed
0,1,quirky
1,0,got one serve second dvd player house
1,0,compact attractive machine easy set
1,0,basic usage easy remote lot buttons havent used
1,0,far weve used player times watch movies worked fine
0,1,catch plays movies fine refused read second discs movie extras two occaisions tried
1,0,big deal
0,1,simply watched extra features another player
0,1,dvd player though would real problem
1,0,im keeping machine
1,0,would expect since movie discs played problem extras discs would without additional tweaking
1,0,lot things like
1,0,apex ad2600 working far
1,0,received apex dvd picture great set connector
0,1,remote little hard understand
0,1,jpeg pictures viewable sharp vivid 27 screen seem clear view 17 monitor
1,0,far dvd works hope doesnt break like reviews ive read
0,1,video output stopped workin
0,1,awesome player video output longer worked weeks
0,1,quit 10 days
1,0,bought apex ad2600 dvd player family christmas
1,0,set easy enjoyed week
0,1,10 days sound worked video quit working
0,1,read manual
1,0,may buy two
0,1,orignal review great feature list poor reliability
0,1,output went black white via svideo composite connections vhold
1,0,thankfully amazon free return shipping
1,0,retraction said mine silver plate display
1,0,works great
0,1,looked harder
1,0,purchased two apex 2600 christmas presents
1,0,unit seems play formats put jpeg kodak pics dvdr read reviews good soom good feeling time two thumbs
0,1,guess time tell
0,1,ps remote control seem get confused times doesnt respond may operator error
0,1,doesnt play alias season dvds
0,1,hell wrong thing
1,0,bought thing plays everything
1,0,third apex dvd bought
1,0,first one 705 hacked successfully play region dvds disable macrovision
1,0,heck plays alias dvds
0,1,heck 2600 suppose play everything
1,0,way alias dvds legit bootleg internet
0,1,im sending pup back amazon looking 2500 ebay
0,1,forget sleek looks cant play real dvds
0,1,lasted month
0,1,still plays everything cant see
0,1,frustrating christmas
1,0,ordered two apex ad2600s family christmas finally decided join rest world watch dvds well
0,1,first one installed didnt work kids devastated say least
1,0,second one running
1,0,seems working fine weve used much
0,1,returning broken one today
0,1,ordering another one replace
0,1,disappointing get pay
1,0,player looked good right box offering lots features good styling
0,1,immediately problems getting player recognize two favorite dvds
0,1,multilple tries one disks finally recognized video poor features available
0,1,49 guess get pay
0,1,dvd player ruined christmas twice
1,0,ordered two puppies christmas gifts
0,1,imagine shock absolute instant disdain products made apex
0,1,2nd dvd player faulty power supply caused occasionally turn
1,0,say bought ad600 years ago probly best dvd player ever quality design stable plus uses standard ide interface use old dvd drive computer player dies
1,0,last month bought apex ad1600 ad1220
0,1,returned
0,1,recommendation wait buying one company surely get sent message many returned dvd players christmas 2003 hoping begin building quality dvd players like
0,1,really doesnt make cents build great reputation destroy lack research testing one season
1,0,amazon awaesome
1,0,refunded fast paid shipping back
1,0,could ask
1,0,price vs performance
1,0,price nice dvd player
0,1,front door miss aligned unit manually life slightly door close annoying thing ahwile
1,0,play wide range formats advertised nice
1,0,recommended anyone looking purchase low priced dvd player expecting bells whistles brand name one like sony
1,0,first dvd player im well satisfied
1,0,finally joined 21st century bought dvd player
1,0,wanted something play dvds machine features probably never use nice know therere
1,0,machine light slim fits nicely tv stand
1,0,ive problems far im happy
1,0,applied 25 amazon gift voucher got christmas ended paying 29 machine
1,0,even paid full price would considered good deal
1,0,works great doesnt frustrating
0,1,bought apex ad2600 amazon 1203 mainly price 4999 10 rebate 3999 mistake
0,1,tried finding nemo dvd got chapter 28 frames started freeze reason
1,0,pulled old nonprogressive scan toshiba hooked backup finding nemo dvd works fine
0,1,agree previous posts get pay
0,1,cant rate one star work pretty good
0,1,owned two weeks expect looking getting another progressive scan dvd player higher quality soon
1,0,give one try
0,1,purchased ad 2600 another company last month satisfied purchase last night
0,1,player kept displaying disc tried disc another machine sure
1,0,worked
0,1,even went far calling technical support number disc
0,1,company currently stock ordered another amazon taking original back competitor today
1,0,besides one problem machine amazing
1,0,plays everything even vcds
0,1,played stand alone avi files
1,0,problems occur replacement unit keep star rating
1,0,well worth money
1,0,never use whistles bells machine capable
1,0,use perfect
0,1,however
0,1,small problem
1,0,could paid got lot less
0,1,ask much money dissapointment worth
0,1,dissapointed
0,1,say dissapointment cost 39
1,0,think 39 dissapointment better 125 dissapointment
1,0,without adoo
0,1,frame freezes family yells dad
0,1,somethings wrong dvd player
1,0,come quick
0,1,remote works work left standing thinking something wrong
0,1,must press play button hold couple seconds otherwise work think whole unit broken
0,1,apex model 2600 work universal remote control
0,1,dare surf net find code
0,1,told goldstar codes work told zenith codes work radio shack give apex codes work
0,1,finally read post somewhere codes useless apex 2600 start belive
0,1,fist dvd player
0,1,save aggrivation
1,0,bought two ad2600s christmas
0,1,one still works fine quit one day
0,1,owners manual substandard troubleshooting guide
0,1,apexs website wont answer phone
1,0,dvd player fine
0,1,dvd stopped display playback
0,1,little inconveinent unlike players paid 40
1,0,fantastic dvd player price
1,0,purchased one replace ailing dvd player thats years old
1,0,course hesitant given price ive extremely impressed since receiving bought second one christmas present parents
1,0,picture perfect although im watching hdtv
0,1,also youre audiophile youll want get cables supplied ones thin short
1,0,dollar dollar dvd player probably best
0,1,lots sound picture
1,0,bought dad christmas
0,1,hooked produced sound cd played fine dvd got audio picture
0,1,lets face want watch movie want see picture
0,1,travelled internationally didnt want haul back plane expensive addition recycling bin
0,1,buy dad different dvd player locally panasonic worked fine
0,1,save cash go brand actually cares reputation
0,1,looks great works like crap
0,1,bought one 4999 seemed like good deal pos frequently cannot recognize dvds music cds takes long time loading concludes disc
0,1,sent mine back
0,1,id look elsewhere
0,1,awkward remote flimsy build quality
0,1,first player allow access menus dvds
0,1,hit menu told playback
0,1,actually reopen drawer close get back dvd menu
0,1,extemely lame
0,1,remote flimsyfeeling awkward use
0,1,addition seems work youre five feet away player although may batteries came
1,0,player seem play dvds adequately enough
1,0,also optical
0,1,think 40 probably find much better dvd player though
0,1,embarassing gift
1,0,purchased apex 2600 reading good reviews places
0,1,less 24 hours turned huge disappointment parents gift
0,1,played one three dvds without problems two afflicted number glitches
0,1,problem dvds would repeatedly freeze playback counter player kept going
0,1,one also exhibited extremely slow speed going menu
0,1,problems consistent also present another dvd player
0,1,dvd door would scratch top disc every time closed
1,0,attractive features small size layout remote
0,1,great first three hours
0,1,impressed inexpensive playerfor first three hours died
0,1,told longer available must something really wrong
1,0,hooked everything seemed going fine
0,1,machine automatically fact external display small faded read significant distance
1,0,still willing overlook things unit looks sleek myriad features
1,0,popin first dvd start watch
0,1,get chapter 34 everything freezes
0,1,nothing
0,1,try navigating using players built menu still wouldnt work
0,1,next thought dvd must damaged
0,1,upon inspection find small scratch surface figured cause
0,1,decided check one thing though plugged 3year old unit see
0,1,yup right back refund
0,1,even bit technology oriented thought would breeze set
0,1,unfortunately player would read region one dvds
1,0,even though damaged way
0,1,hope amazon let trade different trusted brand dvd player
1,0,value money
1,0,probably one dvd players 40 play almost everything throw
1,0,plus points price ability play discs tried dvd vcd dvdr audio cd played good looks downside build quality shows cheap small scratches base plate something wouldnt see sony overall plasticky feel remote buttons small closely spaced especially menu buttons
1,0,apex best cheap quality brand dvd players
1,0,also light portable
0,1,apex 2600 one purchased frend gift read dvd disc
0,1,guess return exchange hope best new one
0,1,far going get good review
0,1,disipointed customer
0,1,hit miss
1,0,shopped amazon happy performance thus far
1,0,received apex ad2600 expected
0,1,satisfaction ends
1,0,bought apex ad2600 ability play jpegs seemed like bang buck
0,1,however failed deliver quality
0,1,difficulty playing jpegs even trouble properly playing dvd movies
0,1,reading several reviews appears relatively common
0,1,read consumer reports apex reliable brand experience reading reviews think little homework considering another apex product
0,1,guess get pay
0,1,ad2600 false silver plate instead play display
0,1,2600 false silver plate instead play display
0,1,bait switch
0,1,picture web site clearly play display pictured yet false silver plate
0,1,clearly large lawsuit inclined
1,0,feel contact amazon get bottom
1,0,moderately impressed
0,1,go formats
1,0,plays original dvds cds plays mp3s jpegs
0,1,however play windows media get play divx rips
1,0,also 3999 rebate free shipping tax overall decent player
1,0,good quality video
0,1,cant say whether recd updated model read dvd rws vcds
1,0,play dvdr unplayable older philips machine
0,1,dont dvd try
1,0,mixed bag guess price right
1,0,great budget player
1,0,third apex product ive bought continue impress price
1,0,build quality feels solid doesnt shake whine playing discs picture sound top notch dts dd51 sound good
1,0,fantastic bargain
1,0,hooray
1,0,think need pay fortune good qulaity dvd player
0,1,well one
1,0,looks really sleek stylish everything claims
1,0,tried bunch different formats see would play
1,0,really easy directions setup fiddling around picture zoom etc
1,0,sit back relax brag friends paid mountain money dvd player cant half things one fraction price
0,1,problem think going delivered 24hrs amazon claims dont hold breath
1,0,noiseless lightweight oh yeah
1,0,works great
1,0,silverish color really adds special touch
1,0,cares doesnt multiple slots
1,0,plays format check buy plays
0,1,however dont know dvds performance heavy load everyday viewing
1,0,either way cant go wrong price
1,0,excellent picture quality color recently purchased canon powershot g3 extremely satisfied purchase
1,0,camera easy use fact recent trip past week asked take picture vacationing elderly group
1,0,told press halfway wait box turn green press rest way
1,0,fired away picture turned quite nicely
1,0,work constituants owned g2 highly recommended canon picture quality
1,0,im easily enlarging pictures 12 11 visable loss picture quality even using best possible setting yet super fine
0,1,ensure get larger flash 128 256 selling larger flash 32mb pinch youll quickly want larger flash card 4mp cameras
1,0,bottom line well made camera easy use flexible powerful features include ability use external flash lense filters choices
1,0,great job canon
1,0,cool toy yep
1,0,first digital camera toy
1,0,software engineer keen technical details everything buy spend around months buying digital camera must say g3 worth every single cent spent
1,0,whether novice expert ease use functionality goes together
1,0,using kingston 512mb cf works great fast
0,1,things didnt like hey
0,1,nothing perfect
0,1,main dial backlit
0,1,lens visible optical viewfinder
1,0,well thats oldschool diehard optical viewfinder fans use lcd instead brilliant twist around
1,0,overall im happy toy
1,0,couple online camera review sites extremely helpful provided complete exhaustive reviews nearly every camera made plus provided great number high resolution sample images compare amongst models
1,0,following research decided g3
1,0,word awesome would describe camera
1,0,wont go details online sites stevesdigicams dpreviews go great depth reviews pleased features speed picture quality flexibility automation functional conveniences camera offers
1,0,panoramic stitch mode guides stitching together multiple pictures build seamless panoramic image
1,0,absolutely awe camera canon put enormous quality g3
1,0,dont walk run buy camera budget guarantee disappointed
1,0,g3 loaded many useful features unlike many smaller digital cameras easy hold steady using slower shutter speeds
0,1,lens visible viewfinder lens set wide angle since use lcd time really much bother
0,1,still little suprised canon correct design flaw releasing camera
1,0,despite minor disappointment highly recommend canon g3 anyone serious digital photography
1,0,havent practice im already love camera one full day say wonderful
1,0,photo quality amazing know im going fun features
1,0,ive figured features already used digital cameras know things like symbols
1,0,im one people concentrate one screen time ive trouble paying attention little display panel top doesnt stop loving camera
0,1,small hard turn cant get accurate adjustment dont know diopter adjustment adjust focus viewfinder eyesight
1,0,great switch spot metering actually see working lcd screen
1,0,4mp right target market camera semiserious amateur photographer 4x zoom nice great thing digital general generally see results exposure settings lcd screen take picture two weeks later get film developed
1,0,focusing system also flexible
1,0,move focus range almost anywhere scene push button onscreen manual focus mode would really helpful shooting scene tough automatically focus
0,1,negatives quite bulky size minolta vectis s1 aps slr uses heavy battery although solid contructed mostly plastic unlike canons elph line ergonomical youll find even pointandshoot lens viewfinder borderuer lcd scoying
1,0,lcd screen pulls rotates direction easy pictures
1,0,even take picture looking lcd
1,0,optical zoom works great 14x digital zoom nice addition although pictures highest digital zoom little blurry
1,0,highest optical zoom pictures perfect
1,0,canon computer software used download sort upload manage digital pictures computer nice easy use
1,0,fantastic camera well worth price
1,0,best everything recent price drops made g3 best bargain digital cameras currently available
1,0,newbies find full auto setting give perfect pictures right box
1,0,megapixels enough anybody photo quality awesome
0,1,dont get fooled megapixel marketing hype
0,1,unless want print murals dont need
1,0,used 35mm cameras find g3 comfortable friendly use
1,0,extended zoom range faster lense put top class
1,0,expect g3 please years come
1,0,pure class amp quality work craftmanship recommend unreservedly powershot g3 potential buyer looking firstclass digital camera reasonable price better camera period
1,0,gives great pictures controls easy use battery lasts forever one single charge software userfriendly beautiful chrome casing
1,0,absolutely breathtaking
1,0,considering olympus camedia c5050 convinced buy g3 visiting store holding hands trying
1,0,olympus bit clumsylooking userinterface friendly canon one features sold g3 battery life camera gives type battery life canon g3
1,0,great camera else say camera works
1,0,make photographs work wanted camera good enough compare use professionally
0,1,time wanted wife intimidated knobs buttons
1,0,recieved camera inserted larger cf card charged battery handed wife
1,0,showed turn lens zoom lever loves
1,0,camera canons great colorimetry plus see lcd get
1,0,prints beautiful
1,0,get 120 images 256mb card highest quality
0,1,tried brands stores disappointed battery life company plus see lcd optical finder isnt get even color output less expected
1,0,although canons batteries proprietary last really long time recharge fairly quickly camera plus want power even find knockoff charger spare batteries right amazon
1,0,love slr 35mm need go digital great camera
1,0,canon g3 gives tons control photo buffs still auto mode makes easy novice use
1,0,hand anyone know take great photos
1,0,love option manually control fstop shutter speed even focus
0,1,warning read manual
1,0,read manual able point shoot without fumble around trying figure controls located
1,0,quick spin dial select shutter priority high speed subjects aperture priority focal length full program mode camera selects ideal photo quality
1,0,manual mode easy use fast access selection shutter speed aperture without fumble menu options
